payment_id,amount,failure_reason,payment_method,merchant_type,previous_successes,previous_failures,retry_count,days_since_last_payment,customer_tenure_months,mandate_age_days,average_amount,amount_vs_average,recent_success_rate,failure_frequency,retry_interval_hours,recovered
PX000240,999,bank_timeout,card,media,7,1,1,41,21,183,1195.69,0.836,0.875,0.02439,37.06,1
PX000241,1999,bank_timeout,card,education,7,2,0,53,50,119,1781.82,1.122,0.778,0.03774,40.81,1
PX000242,1499,suspicious_reversal,wallet,subscription,13,2,0,59,53,318,1117.43,1.341,0.867,0.0339,16.24,0
PX000243,1999,expired_card,card,media,11,1,2,9,29,402,1913.6,1.045,0.917,0.11111,24.83,1
PX000244,4999,suspicious_reversal,wallet,education,7,2,2,39,58,39,4360.58,1.146,0.778,0.05128,33.26,1
PX000245,19999,insufficient_funds,netbanking,ecommerce,2,3,3,19,51,339,25509.34,0.784,0.4,0.15789,38.63,1
PX000246,4999,bank_timeout,netbanking,saas,8,3,1,53,42,200,3629.34,1.377,0.727,0.0566,15.06,1
PX000247,9999,insufficient_funds,upi,education,3,2,1,46,21,539,13973.88,0.716,0.6,0.04348,17.02,1
PX000248,1499,mandate_expired,card,media,13,1,3,18,49,64,1412.53,1.061,0.929,0.05556,8.45,1
PX000249,1999,expired_card,card,ecommerce,9,2,3,21,43,588,1614.05,1.239,0.818,0.09524,29.25,0
PX000250,999,insufficient_funds,card,media,6,1,0,14,28,569,827.91,1.207,0.857,0.07143,3.9,1
PX000251,2499,mandate_expired,netbanking,education,10,4,0,27,41,199,2816.51,0.887,0.714,0.14815,27.56,1
PX000252,2499,expired_card,upi,education,3,0,1,26,29,60,2050.51,1.219,1.0,0.0,31.64,1
PX000253,4999,suspicious_reversal,wallet,media,8,2,0,11,60,137,4915.87,1.017,0.8,0.18182,40.53,0
PX000254,2499,mandate_expired,upi,ecommerce,9,3,0,15,44,366,2580.11,0.969,0.75,0.2,26.74,0
PX000255,1999,insufficient_funds,card,education,11,1,1,1,50,90,1448.89,1.38,0.917,1.0,42.25,1
PX000256,4999,insufficient_funds,netbanking,saas,6,2,3,6,8,694,4851.22,1.03,0.75,0.33333,30.44,1
PX000257,2499,insufficient_funds,wallet,saas,8,1,2,42,15,427,2537.61,0.985,0.889,0.02381,26.83,1
PX000258,2499,expired_card,card,ecommerce,9,2,1,27,32,197,2882.83,0.867,0.818,0.07407,23.34,1
PX000259,19999,mandate_expired,netbanking,media,10,0,0,28,3,283,27057.42,0.739,1.0,0.0,15.89,0
PX000260,1499,expired_card,upi,education,8,2,2,46,52,460,1843.85,0.813,0.8,0.04348,12.42,0
PX000261,4999,bank_timeout,wallet,ecommerce,11,2,2,15,53,716,3910.37,1.278,0.846,0.13333,11.74,0
PX000262,2499,insufficient_funds,upi,ecommerce,6,1,2,2,38,454,2752.21,0.908,0.857,0.5,3.86,1
PX000263,4999,suspicious_reversal,wallet,saas,8,1,2,38,34,139,6676.25,0.749,0.889,0.02632,5.4,1
PX000264,1499,suspicious_reversal,card,education,7,2,3,3,40,321,1827.61,0.82,0.778,0.66667,31.41,0
PX000265,9999,mandate_expired,upi,ecommerce,8,6,1,20,44,433,6203.63,1.612,0.571,0.3,0.85,0
PX000266,499,bank_timeout,wallet,saas,8,1,0,60,36,168,630.99,0.791,0.889,0.01667,8.06,0
PX000267,9999,insufficient_funds,wallet,saas,7,1,3,19,27,106,13374.03,0.748,0.875,0.05263,24.87,0
PX000268,499,insufficient_funds,card,ecommerce,8,2,1,35,27,305,319.99,1.559,0.8,0.05714,44.82,1
PX000269,2499,expired_card,wallet,saas,13,0,3,37,45,603,2400.12,1.041,1.0,0.0,8.32,1
PX000270,2499,mandate_expired,netbanking,media,8,2,0,26,16,405,2604.05,0.96,0.8,0.07692,2.49,1
PX000271,499,insufficient_funds,wallet,media,7,0,3,14,21,616,547.5,0.911,1.0,0.0,27.24,1
PX000272,4999,suspicious_reversal,card,ecommerce,9,0,1,20,32,431,4819.96,1.037,1.0,0.0,14.83,0
PX000273,1999,suspicious_reversal,netbanking,subscription,10,1,0,12,37,4,2005.73,0.997,0.909,0.08333,25.59,0
PX000274,2499,insufficient_funds,netbanking,subscription,6,2,0,41,8,643,3447.06,0.725,0.75,0.04878,21.54,1
PX000275,4999,expired_card,upi,saas,5,0,1,56,10,54,3292.06,1.519,1.0,0.0,21.93,1
PX000276,999,suspicious_reversal,wallet,media,5,0,1,34,53,73,681.66,1.466,1.0,0.0,23.32,0
PX000277,19999,bank_timeout,upi,subscription,9,2,3,18,7,224,16179.96,1.236,0.818,0.11111,22.39,1
PX000278,499,mandate_expired,card,ecommerce,8,2,3,40,20,428,361.22,1.381,0.8,0.05,42.57,0
PX000279,1499,bank_timeout,netbanking,ecommerce,17,0,0,48,37,406,1267.71,1.182,1.0,0.0,29.4,1
PX000280,4999,mandate_expired,netbanking,media,10,0,1,38,3,730,4177.36,1.197,1.0,0.0,9.24,1
PX000281,1999,mandate_expired,wallet,ecommerce,7,0,3,39,52,631,1265.21,1.58,1.0,0.0,7.4,1
PX000282,19999,expired_card,card,media,11,1,2,53,43,426,16769.12,1.193,0.917,0.01887,3.8,0
PX000283,9999,expired_card,upi,education,12,1,1,54,26,695,9421.87,1.061,0.923,0.01852,37.74,0
PX000284,499,insufficient_funds,netbanking,subscription,7,2,3,48,58,138,394.4,1.265,0.778,0.04167,37.51,1
PX000285,999,bank_timeout,card,saas,10,2,2,9,8,404,1182.3,0.845,0.833,0.22222,17.35,1
PX000286,9999,insufficient_funds,netbanking,media,6,2,3,24,60,358,12282.32,0.814,0.75,0.08333,0.79,0
PX000287,999,expired_card,wallet,media,10,2,1,49,10,598,1189.82,0.84,0.833,0.04082,46.13,1
PX000288,999,suspicious_reversal,card,ecommerce,5,2,0,39,26,141,650.18,1.537,0.714,0.05128,33.05,1
PX000289,499,bank_timeout,wallet,education,5,1,2,57,48,152,572.01,0.872,0.833,0.01754,6.59,1
PX000290,499,mandate_expired,netbanking,saas,2,1,0,54,16,667,650.91,0.767,0.667,0.01852,7.3,1
PX000291,4999,expired_card,netbanking,ecommerce,7,1,2,31,37,83,5503.09,0.908,0.875,0.03226,42.06,1
PX000292,499,bank_timeout,card,saas,8,1,2,35,39,324,399.02,1.251,0.889,0.02857,20.9,1
PX000293,499,insufficient_funds,wallet,media,11,1,0,58,40,402,538.29,0.927,0.917,0.01724,28.99,1
PX000294,2499,insufficient_funds,upi,media,6,3,1,41,18,109,3357.53,0.744,0.667,0.07317,17.78,1
PX000295,1499,bank_timeout,wallet,media,6,3,0,59,36,495,1919.55,0.781,0.667,0.05085,36.23,1
PX000296,2499,insufficient_funds,netbanking,ecommerce,10,4,2,29,59,389,1633.95,1.529,0.714,0.13793,43.12,0
PX000297,2499,mandate_expired,card,saas,6,2,0,27,6,611,2710.1,0.922,0.75,0.07407,3.77,1
PX000298,1499,insufficient_funds,netbanking,education,5,1,2,11,59,308,984.7,1.522,0.833,0.09091,5.88,0
PX000299,2499,insufficient_funds,upi,education,8,0,3,27,17,134,3265.46,0.765,1.0,0.0,21.63,1
PX000300,999,insufficient_funds,card,ecommerce,6,1,0,13,60,509,804.91,1.241,0.857,0.07692,42.86,1
PX000301,4999,suspicious_reversal,wallet,education,11,2,3,5,39,143,6076.1,0.823,0.846,0.4,42.87,0
PX000302,499,bank_timeout,upi,saas,8,0,3,46,40,392,464.89,1.073,1.0,0.0,43.43,0
PX000303,9999,bank_timeout,netbanking,education,9,1,1,5,41,649,12402.36,0.806,0.9,0.2,42.37,1
PX000304,19999,insufficient_funds,card,media,14,1,0,11,57,697,27497.03,0.727,0.933,0.09091,46.45,1
PX000305,9999,insufficient_funds,card,education,6,0,0,55,21,544,13453.25,0.743,1.0,0.0,22.82,1
PX000306,19999,insufficient_funds,wallet,education,7,3,1,60,52,726,19439.03,1.029,0.7,0.05,41.64,1
PX000307,499,expired_card,wallet,media,12,3,2,31,21,531,580.94,0.859,0.8,0.09677,39.94,1
PX000308,1499,expired_card,wallet,saas,7,4,1,22,30,116,1722.92,0.87,0.636,0.18182,12.29,0
PX000309,2499,expired_card,card,education,8,1,2,17,39,415,2423.58,1.031,0.889,0.05882,42.74,0
PX000310,19999,insufficient_funds,netbanking,subscription,5,4,1,37,35,23,22335.07,0.895,0.556,0.10811,35.39,0
PX000311,2499,insufficient_funds,card,media,6,1,2,37,27,129,2923.82,0.855,0.857,0.02703,13.85,1
PX000312,999,insufficient_funds,card,education,6,4,2,47,18,86,1271.35,0.786,0.6,0.08511,25.64,1
PX000313,999,suspicious_reversal,netbanking,subscription,9,2,2,36,39,583,1220.52,0.819,0.818,0.05556,41.77,0
PX000314,2499,mandate_expired,netbanking,subscription,9,1,0,17,14,404,1978.83,1.263,0.9,0.05882,19.2,0
PX000315,19999,suspicious_reversal,upi,education,5,3,0,28,31,335,12728.65,1.571,0.625,0.10714,20.94,0
PX000316,9999,mandate_expired,upi,subscription,4,2,0,47,9,210,10965.81,0.912,0.667,0.04255,38.46,1
PX000317,1999,bank_timeout,netbanking,saas,11,1,1,23,33,694,1972.23,1.014,0.917,0.04348,5.64,1
PX000318,4999,suspicious_reversal,card,media,10,6,3,1,11,458,3481.23,1.436,0.625,6.0,3.29,0
PX000319,1999,suspicious_reversal,netbanking,education,10,2,1,2,55,726,2601.35,0.768,0.833,1.0,43.84,1
PX000320,4999,insufficient_funds,wallet,saas,6,0,1,16,27,367,4726.45,1.058,1.0,0.0,26.39,0
PX000321,9999,insufficient_funds,card,subscription,7,1,3,53,19,356,7808.79,1.28,0.875,0.01887,14.22,1
PX000322,1499,suspicious_reversal,upi,subscription,5,0,0,52,5,141,939.04,1.596,1.0,0.0,27.7,1
PX000323,19999,bank_timeout,netbanking,media,5,4,0,33,2,466,14232.93,1.405,0.556,0.12121,26.76,1
PX000324,2499,suspicious_reversal,card,media,8,3,2,8,32,631,1500.23,1.666,0.727,0.375,3.16,0
PX000325,999,expired_card,upi,ecommerce,3,1,0,18,20,469,1178.91,0.847,0.75,0.05556,13.01,1
PX000326,9999,insufficient_funds,card,media,5,4,2,56,50,536,12436.42,0.804,0.556,0.07143,34.75,1
PX000327,19999,insufficient_funds,wallet,saas,3,3,0,35,17,651,22436.96,0.891,0.5,0.08571,29.12,1
PX000328,19999,insufficient_funds,upi,education,10,3,0,44,2,526,16199.82,1.235,0.769,0.06818,30.09,1
PX000329,499,suspicious_reversal,upi,subscription,5,3,1,34,30,136,358.15,1.393,0.625,0.08824,32.67,0
PX000330,499,insufficient_funds,wallet,subscription,6,2,2,27,25,325,385.62,1.294,0.75,0.07407,27.34,1
PX000331,2499,mandate_expired,netbanking,subscription,9,3,3,39,2,130,1573.78,1.588,0.75,0.07692,38.11,1
PX000332,2499,bank_timeout,card,media,11,2,2,4,28,515,2405.61,1.039,0.846,0.5,40.32,1
PX000333,999,suspicious_reversal,card,subscription,4,0,1,44,40,154,1124.01,0.889,1.0,0.0,36.12,1
PX000334,1999,expired_card,netbanking,ecommerce,12,3,1,58,50,150,1998.32,1.0,0.8,0.05172,25.27,1
PX000335,1499,expired_card,wallet,subscription,12,2,2,52,17,81,1616.01,0.928,0.857,0.03846,9.25,0
PX000336,4999,mandate_expired,card,saas,9,5,3,39,59,697,5907.02,0.846,0.643,0.12821,24.01,0
PX000337,19999,expired_card,netbanking,media,11,2,0,13,24,404,23231.72,0.861,0.846,0.15385,42.36,1
PX000338,1499,suspicious_reversal,card,education,10,2,3,59,24,148,1063.27,1.41,0.833,0.0339,30.24,0
PX000339,999,bank_timeout,card,education,7,1,0,44,39,703,766.24,1.304,0.875,0.02273,31.33,1
PX000340,1999,bank_timeout,card,education,10,1,3,2,18,84,1831.08,1.092,0.909,0.5,22.67,1
PX000341,19999,mandate_expired,netbanking,saas,12,1,2,29,1,500,24168.83,0.827,0.923,0.03448,14.53,1
PX000342,19999,mandate_expired,card,ecommerce,12,6,2,7,1,34,24643.8,0.812,0.667,0.85714,20.62,1
PX000343,1999,insufficient_funds,netbanking,education,9,2,1,51,6,9,1906.21,1.049,0.818,0.03922,22.92,1
PX000344,999,mandate_expired,netbanking,media,6,3,3,11,13,550,718.88,1.39,0.667,0.27273,22.8,0
PX000345,19999,expired_card,wallet,ecommerce,7,0,0,31,14,62,16384.26,1.221,1.0,0.0,47.64,0
PX000346,9999,bank_timeout,netbanking,saas,9,1,0,34,3,527,8239.0,1.214,0.9,0.02941,41.52,1
PX000347,499,suspicious_reversal,wallet,subscription,7,0,2,57,36,320,574.98,0.868,1.0,0.0,27.83,0
PX000348,2499,expired_card,wallet,media,15,0,0,59,52,631,2526.39,0.989,1.0,0.0,12.57,0
PX000349,1999,mandate_expired,card,media,6,0,3,17,23,117,2370.27,0.843,1.0,0.0,5.52,0
PX000350,499,insufficient_funds,netbanking,subscription,4,1,1,25,11,622,397.16,1.256,0.8,0.04,13.18,0
PX000351,1499,insufficient_funds,upi,subscription,6,1,2,53,39,423,1849.73,0.81,0.857,0.01887,12.99,1
PX000352,19999,expired_card,card,education,5,0,0,5,18,19,26664.9,0.75,1.0,0.0,15.29,0
PX000353,2499,suspicious_reversal,netbanking,education,11,3,3,51,1,269,2140.5,1.167,0.786,0.05882,24.73,0
PX000354,4999,expired_card,upi,subscription,9,4,3,4,12,652,6271.34,0.797,0.692,1.0,22.17,0
PX000355,4999,insufficient_funds,card,subscription,8,2,0,10,38,626,4244.7,1.178,0.8,0.2,30.44,1
PX000356,1999,suspicious_reversal,netbanking,education,8,0,1,17,9,549,2123.65,0.941,1.0,0.0,38.79,0
PX000357,9999,suspicious_reversal,upi,education,5,2,3,1,58,70,6786.6,1.473,0.714,2.0,29.52,0
PX000358,9999,mandate_expired,upi,education,5,3,3,3,16,432,13277.63,0.753,0.625,1.0,32.7,0
PX000359,9999,expired_card,upi,media,11,2,2,38,18,45,11241.72,0.889,0.846,0.05263,24.49,0
PX000360,4999,expired_card,netbanking,education,10,2,3,23,2,647,6090.08,0.821,0.833,0.08696,25.5,0
PX000361,4999,mandate_expired,wallet,education,5,1,0,8,2,708,5631.83,0.888,0.833,0.125,44.98,1
PX000362,1999,bank_timeout,wallet,saas,7,2,1,4,15,465,2772.02,0.721,0.778,0.5,43.05,1
PX000363,2499,suspicious_reversal,upi,education,5,4,1,9,2,246,1965.96,1.271,0.556,0.44444,16.08,0
PX000364,999,bank_timeout,card,ecommerce,6,4,0,22,9,166,999.05,1.0,0.6,0.18182,1.74,1
PX000365,4999,expired_card,wallet,subscription,10,1,3,13,14,113,3494.9,1.43,0.909,0.07692,44.5,1
PX000366,9999,expired_card,netbanking,media,16,2,2,46,10,578,9360.06,1.068,0.889,0.04348,24.66,0
PX000367,999,bank_timeout,card,ecommerce,11,2,2,33,18,436,905.2,1.104,0.846,0.06061,37.26,1
PX000368,19999,expired_card,wallet,education,11,1,1,24,41,71,21036.43,0.951,0.917,0.04167,26.05,1
PX000369,2499,mandate_expired,wallet,saas,7,5,3,20,60,460,2694.41,0.927,0.583,0.25,3.09,1
PX000370,2499,bank_timeout,wallet,subscription,16,0,2,32,33,54,3451.7,0.724,1.0,0.0,0.76,1
PX000371,4999,insufficient_funds,wallet,media,2,4,2,7,13,382,5397.73,0.926,0.333,0.57143,12.43,0
PX000372,19999,suspicious_reversal,wallet,subscription,5,4,1,6,28,170,27389.95,0.73,0.556,0.66667,46.21,0
PX000373,1499,insufficient_funds,card,saas,8,2,3,1,5,200,973.55,1.54,0.8,2.0,18.4,0
PX000374,19999,expired_card,netbanking,media,10,4,3,38,44,553,23929.78,0.836,0.714,0.10526,13.4,1
PX000375,19999,insufficient_funds,card,saas,8,1,3,35,52,46,16327.5,1.225,0.889,0.02857,2.63,0
PX000376,19999,mandate_expired,upi,ecommerce,12,4,3,28,51,622,16872.7,1.185,0.75,0.14286,21.9,0
PX000377,19999,bank_timeout,wallet,saas,6,2,3,52,34,529,17427.84,1.148,0.75,0.03846,36.78,0
PX000378,1499,expired_card,upi,saas,14,2,1,2,11,368,1553.37,0.965,0.875,1.0,35.43,0
PX000379,9999,insufficient_funds,upi,subscription,8,1,2,20,19,119,11269.59,0.887,0.889,0.05,25.51,1
PX000380,4999,mandate_expired,upi,saas,8,3,0,3,54,127,5492.34,0.91,0.727,1.0,24.93,0
PX000381,19999,expired_card,wallet,education,6,1,3,9,31,482,13680.57,1.462,0.857,0.11111,1.78,0
PX000382,9999,bank_timeout,wallet,media,8,3,2,50,2,340,13896.19,0.72,0.727,0.06,42.26,1
PX000383,9999,expired_card,wallet,education,9,3,3,34,10,40,8562.18,1.168,0.75,0.08824,30.37,0
PX000384,4999,insufficient_funds,card,media,8,1,2,10,47,97,6728.57,0.743,0.889,0.1,43.89,0
PX000385,19999,bank_timeout,card,saas,8,5,1,32,49,331,13160.8,1.52,0.615,0.15625,37.89,1
PX000386,999,insufficient_funds,upi,ecommerce,9,0,1,24,59,680,1183.38,0.844,1.0,0.0,17.09,0
PX000387,1999,mandate_expired,upi,ecommerce,9,3,0,4,22,230,2057.9,0.971,0.75,0.75,16.64,1
PX000388,2499,insufficient_funds,card,subscription,7,2,2,47,43,655,3145.49,0.794,0.778,0.04255,9.25,1
PX000389,19999,bank_timeout,wallet,education,10,1,2,23,38,690,13002.62,1.538,0.909,0.04348,6.16,1
PX000390,1999,mandate_expired,wallet,subscription,3,3,1,24,39,234,2798.38,0.714,0.5,0.125,37.04,0
PX000391,1499,insufficient_funds,upi,ecommerce,6,2,0,36,38,481,1901.41,0.788,0.75,0.05556,10.29,0
PX000392,4999,mandate_expired,upi,subscription,7,5,3,1,26,317,3357.4,1.489,0.583,5.0,17.49,1
PX000393,1999,suspicious_reversal,card,media,7,1,2,19,17,306,2164.0,0.924,0.875,0.05263,45.9,0
PX000394,2499,expired_card,netbanking,media,7,1,3,47,17,437,1853.93,1.348,0.875,0.02128,39.16,0
PX000395,9999,mandate_expired,card,ecommerce,11,0,1,10,8,16,13575.14,0.737,1.0,0.0,48.0,0
PX000396,499,bank_timeout,upi,media,7,5,0,36,8,441,517.04,0.965,0.583,0.13889,3.32,1
PX000397,1999,expired_card,wallet,saas,4,2,1,12,8,169,2447.6,0.817,0.667,0.16667,37.14,0
PX000398,19999,bank_timeout,netbanking,subscription,5,1,0,17,28,691,18135.92,1.103,0.833,0.05882,31.3,0
PX000399,1999,mandate_expired,wallet,ecommerce,3,3,2,41,53,672,1677.78,1.191,0.5,0.07317,15.77,0
PX000400,1499,suspicious_reversal,wallet,media,5,5,0,22,1,7,2076.04,0.722,0.5,0.22727,43.38,1
PX000401,4999,bank_timeout,wallet,ecommerce,9,5,2,18,32,514,4616.87,1.083,0.643,0.27778,29.0,0
PX000402,499,suspicious_reversal,upi,saas,13,3,1,45,28,78,354.51,1.408,0.812,0.06667,20.32,1
PX000403,999,suspicious_reversal,netbanking,media,7,3,0,2,44,668,860.86,1.16,0.7,1.5,33.98,0
PX000404,499,insufficient_funds,card,subscription,6,2,3,47,11,104,519.37,0.961,0.75,0.04255,20.58,0
PX000405,19999,expired_card,netbanking,media,10,2,0,55,32,711,27949.32,0.716,0.833,0.03636,32.32,1
PX000406,2499,suspicious_reversal,wallet,subscription,7,1,1,36,19,232,3159.24,0.791,0.875,0.02778,5.79,0
PX000407,19999,bank_timeout,upi,saas,10,1,3,3,2,395,25292.83,0.791,0.909,0.33333,37.03,1
PX000408,1999,bank_timeout,netbanking,media,5,1,3,40,52,320,1734.16,1.153,0.833,0.025,11.94,0
PX000409,2499,insufficient_funds,netbanking,education,11,5,0,55,36,88,1555.35,1.607,0.688,0.09091,17.02,1
PX000410,9999,insufficient_funds,netbanking,media,3,4,0,6,48,65,13619.62,0.734,0.429,0.66667,32.99,1
PX000411,1999,insufficient_funds,card,media,11,2,3,25,52,464,2375.34,0.842,0.846,0.08,12.05,0
PX000412,499,insufficient_funds,upi,ecommerce,9,0,3,36,42,513,399.47,1.249,1.0,0.0,26.82,1
PX000413,499,mandate_expired,card,education,9,3,1,6,25,507,540.37,0.923,0.75,0.5,16.53,1
PX000414,1499,expired_card,card,education,6,2,0,43,16,400,1906.44,0.786,0.75,0.04651,28.11,0
PX000415,499,insufficient_funds,wallet,education,6,3,3,12,51,430,576.53,0.866,0.667,0.25,2.09,1
PX000416,19999,insufficient_funds,wallet,subscription,7,2,2,22,48,218,15508.75,1.29,0.778,0.09091,34.04,0
PX000417,499,mandate_expired,card,media,5,2,2,38,48,690,563.95,0.885,0.714,0.05263,45.85,1
PX000418,1999,expired_card,wallet,media,11,3,0,51,5,142,1495.22,1.337,0.786,0.05882,21.42,1
PX000419,999,expired_card,wallet,ecommerce,5,1,0,38,59,123,889.27,1.123,0.833,0.02632,33.17,0
PX000420,2499,mandate_expired,upi,ecommerce,11,0,1,57,43,104,2018.07,1.238,1.0,0.0,33.33,0
PX000421,1999,bank_timeout,upi,media,5,1,0,47,41,657,2540.94,0.787,0.833,0.02128,46.02,1
PX000422,1999,mandate_expired,netbanking,ecommerce,13,1,1,29,12,170,2721.95,0.734,0.929,0.03448,27.07,0
PX000423,19999,insufficient_funds,card,subscription,10,2,1,20,35,457,15123.84,1.322,0.833,0.1,13.02,0
PX000424,499,mandate_expired,card,ecommerce,9,3,0,51,35,125,463.32,1.077,0.75,0.05882,40.41,1
PX000425,1999,suspicious_reversal,wallet,ecommerce,16,2,0,8,27,302,1400.28,1.428,0.889,0.25,47.07,0
PX000426,999,mandate_expired,wallet,ecommerce,7,1,2,35,47,92,1253.67,0.797,0.875,0.02857,45.13,1
PX000427,2499,mandate_expired,upi,subscription,4,1,3,32,21,331,3361.76,0.743,0.8,0.03125,9.95,1
PX000428,1999,expired_card,upi,education,7,2,2,57,14,426,1732.51,1.154,0.778,0.03509,19.36,0
PX000429,1499,insufficient_funds,wallet,saas,13,1,1,47,19,237,1238.29,1.211,0.929,0.02128,12.82,1
PX000430,4999,insufficient_funds,wallet,education,8,3,3,15,16,252,4565.14,1.095,0.727,0.2,26.77,1
PX000431,1499,insufficient_funds,wallet,ecommerce,11,2,3,16,58,552,1510.47,0.992,0.846,0.125,2.11,1
PX000432,499,suspicious_reversal,wallet,ecommerce,12,0,0,59,51,190,536.17,0.931,1.0,0.0,14.76,1
PX000433,4999,insufficient_funds,netbanking,ecommerce,10,3,0,56,13,196,3549.51,1.408,0.769,0.05357,33.66,1
PX000434,499,suspicious_reversal,card,education,9,0,0,58,11,727,444.93,1.122,1.0,0.0,45.33,1
PX000435,1999,bank_timeout,wallet,subscription,7,3,2,23,3,61,2522.75,0.792,0.7,0.13043,45.13,1
PX000436,2499,suspicious_reversal,netbanking,media,8,3,2,29,4,434,2285.77,1.093,0.727,0.10345,24.45,1
PX000437,4999,bank_timeout,upi,saas,6,3,3,1,7,252,5818.01,0.859,0.667,3.0,19.17,1
PX000438,2499,mandate_expired,wallet,education,7,1,2,33,22,671,3239.38,0.771,0.875,0.0303,15.03,0
PX000439,19999,bank_timeout,upi,saas,8,1,2,36,11,156,22957.84,0.871,0.889,0.02778,39.83,1
PX000440,499,mandate_expired,card,education,8,0,2,55,25,645,621.79,0.803,1.0,0.0,9.98,0
PX000441,4999,expired_card,upi,education,7,1,1,46,33,245,3467.5,1.442,0.875,0.02174,20.54,0
PX000442,1499,insufficient_funds,wallet,saas,10,3,2,34,5,489,1421.0,1.055,0.769,0.08824,21.77,0
PX000443,1999,bank_timeout,upi,saas,15,2,1,50,40,689,2569.63,0.778,0.882,0.04,16.36,1
PX000444,999,insufficient_funds,upi,media,8,0,1,53,27,472,1209.25,0.826,1.0,0.0,37.74,1
PX000445,1999,expired_card,card,media,6,2,1,48,60,688,1344.82,1.486,0.75,0.04167,7.77,0
PX000446,2499,bank_timeout,netbanking,subscription,16,0,0,17,24,170,3085.93,0.81,1.0,0.0,21.84,1
PX000447,9999,suspicious_reversal,upi,subscription,11,3,0,55,3,407,6048.13,1.653,0.786,0.05455,1.37,0
PX000448,9999,bank_timeout,wallet,saas,12,1,0,7,29,451,8924.57,1.12,0.923,0.14286,46.46,1
PX000449,1499,bank_timeout,upi,media,9,0,0,57,45,82,1207.68,1.241,1.0,0.0,9.18,1
PX000450,1499,insufficient_funds,wallet,media,14,2,3,53,11,181,1397.67,1.072,0.875,0.03774,17.98,0
PX000451,19999,mandate_expired,wallet,education,9,1,0,22,19,391,12029.4,1.663,0.9,0.04545,40.8,1
PX000452,1999,bank_timeout,upi,saas,6,4,3,33,46,37,1677.49,1.192,0.6,0.12121,47.42,1
PX000453,4999,mandate_expired,wallet,ecommerce,6,0,3,39,46,417,5742.85,0.87,1.0,0.0,8.96,0
PX000454,499,suspicious_reversal,upi,education,6,3,3,39,28,79,490.52,1.017,0.667,0.07692,12.87,0
PX000455,499,mandate_expired,upi,subscription,7,2,2,57,52,716,347.17,1.437,0.778,0.03509,16.83,1
PX000456,999,bank_timeout,netbanking,saas,9,2,0,21,37,720,745.08,1.341,0.818,0.09524,6.55,1
PX000457,499,expired_card,upi,education,9,0,0,50,48,370,429.79,1.161,1.0,0.0,1.04,1
PX000458,499,expired_card,netbanking,saas,4,1,2,21,21,349,467.08,1.068,0.8,0.04762,6.61,1
PX000459,2499,bank_timeout,upi,ecommerce,4,0,1,12,36,41,2561.66,0.976,1.0,0.0,2.38,1
PX000460,1499,mandate_expired,wallet,education,9,2,3,33,46,245,1840.73,0.814,0.818,0.06061,30.88,1
PX000461,4999,expired_card,netbanking,subscription,12,1,0,24,14,141,5381.08,0.929,0.923,0.04167,5.33,1
PX000462,999,expired_card,wallet,ecommerce,10,3,1,36,25,115,1365.25,0.732,0.769,0.08333,12.48,0
PX000463,999,insufficient_funds,upi,education,12,1,2,8,59,156,1224.32,0.816,0.923,0.125,26.62,1
PX000464,499,expired_card,card,media,21,1,2,35,51,285,331.98,1.503,0.955,0.02857,31.29,0
PX000465,19999,bank_timeout,netbanking,education,10,1,2,36,24,400,14947.02,1.338,0.909,0.02778,42.4,0
PX000466,19999,insufficient_funds,card,ecommerce,6,2,3,33,10,639,12259.79,1.631,0.75,0.06061,37.26,1
PX000467,9999,insufficient_funds,wallet,media,7,1,1,36,50,568,6287.86,1.59,0.875,0.02778,37.72,0
PX000468,4999,expired_card,upi,ecommerce,5,2,2,21,21,692,3954.9,1.264,0.714,0.09524,19.82,0
PX000469,9999,mandate_expired,netbanking,ecommerce,10,1,0,21,41,322,9757.41,1.025,0.909,0.04762,36.06,0
PX000470,9999,insufficient_funds,netbanking,ecommerce,7,2,0,8,19,51,12118.93,0.825,0.778,0.25,37.83,1
